,actualarrivaltime,actualdeparturetime,aircrafttype,destination,destinationCity,destinationName,diverted,estimatedarrivaltime,filed_airspeed_kts,filed_airspeed_mach,filed_altitude,filed_departuretime,filed_ete,filed_time,ident,origin,originCity,originName,route
3,1538855100,1538841517,B738,KPDX,"Portland, OR",Portland Intl,,1538855100,452,,360,1538839500,04:00:00,1538841975,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY SMIDD FSD DPR J34 BIL HIA J16 PDT JKNOX HHOOD4
4,1538772420,1538757707,B738,KPDX,"Portland, OR",Portland Intl,,1538772420,459,,340,1538753100,04:07:00,1538758214,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FOD J82 FSD J16 PDT JKNOX HHOOD4
5,1538681700,1538667026,B738,KPDX,"Portland, OR",Portland Intl,,1538681700,458,,340,1538666700,04:03:00,1538668102,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FOD KP81C JASTI KD87W KU90S KU03O KU03M KS03K KS03I KS03G JKNOX HHOOD4
6,1538595724,1538581156,B738,KPDX,"Portland, OR",Portland Intl,,1538595724,481,,280,1538580300,03:58:00,1538584596,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,VORIN014037 FOD KP81C KP84A KD87Y KD90U KU90S KU90Q KU90O KU90M KU90K JKNOX HHOOD4
7,1538508701,1538494204,B738,KPDX,"Portland, OR",Portland Intl,,1538508701,473,,300,1538493900,03:59:00,1538495137,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,VORIN338039 FOD KP78E KP78C KD81Y KD84U KU87Q KU90M KS03I KS03G JKNOX HHOOD4
8,1538426370,1538411003,B738,KPDX,"Portland, OR",Portland Intl,,1538426370,467,,320,1538407500,03:57:00,1538411980,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FOD RAP LKT PDT JKNOX HHOOD4
9,1538338033,1538323576,B738,KPDX,"Portland, OR",Portland Intl,,1538338033,472,,300,1538321100,03:58:00,1538324453,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FOD KP81C KP84A KU03W KU06U KU09Q HEXOL Q156 TUFFY KS06I JKNOX HHOOD4
10,1538249339,1538234750,B738,KPDX,"Portland, OR",Portland Intl,,1538249339,471,,300,1538234700,04:01:00,1538235743,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FOD KP78E KP78C KD78A KD78Y KD78W HIKOX KU81Q KU84O SAWTT KS03G JKNOX HHOOD4
11,1538165100,1538148918,B738,KPDX,"Portland, OR",Portland Intl,,1538165100,463,,240,1538148300,04:03:00,1537939555,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,PMPKN NEATO DLLAN RONIC BAE KP87K KP03I KP12E KP15A KP15Y SAYOR KU12U KU09Q WEDAK KS03I KS03G JKNOX HHOOD4
12,1538077920,1538063472,B738,KPDX,"Portland, OR",Portland Intl,,1538077920,466,,300,1538061900,03:58:00,1537853144,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FOD KP78E KP78C KD78A KD78Y KD78W KU81S KU84O SAWTT KU90I KS03G JKNOX HHOOD4
13,1537991460,1537976981,B738,KPDX,"Portland, OR",Portland Intl,,1537991460,464,,340,1537975500,03:58:00,1537766744,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,PMPKN NEATO DLLAN RONIC BAE KG84K KP90G ABR KP03Y KU03W KU03U KU03S KU03Q KU03O KU03M KS03K KS03I KS03G JKNOX HHOOD4
14,1537818049,1537804043,B738,KPDX,"Portland, OR",Portland Intl,,1537818049,463,,340,1537802700,03:58:00,1537805019,AAL1442,KORD,"Chicago, IL",Chicago O'Hare Intl,VORIN007036 FOD RAP LKT PDT JKNOX HHOOD4
0,0,0,B738,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,,1539109140,345,,0,1539099000,02:49:00,1538889925,AAL1356,KORD,"Chicago, IL",Chicago O'Hare Intl,
1,0,0,B738,KORD,"Chicago, IL",Chicago O'Hare Intl,,1539036840,360,,0,1539027120,02:42:00,1538803548,AAL1356,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,
2,0,0,B738,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,,1539023447,456,,340,1539012600,02:33:00,1538803548,AAL1356,KORD,"Chicago, IL",Chicago O'Hare Intl,PEKUE PIPPN ELYNA STJ J18 DRAWL TAMEY SNDIA3
3,0,0,B738,KORD,"Chicago, IL",Chicago O'Hare Intl,,1538952660,463,,330,1538940720,02:24:00,1538717160,AAL1356,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,ABQ3 ABQ ALS J13 FQF BFF J94 FOD MYRRS FYTTE4
4,0,1538929171,B738,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,,1538939700,479,,280,1538926200,02:55:00,1538929609,AAL1356,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY JORDY ONL J114 YANKI J114 DVV ALS J13 ESPAN FRIHO4
5,1538779080,1538770307,B738,KORD,"Chicago, IL",Chicago O'Hare Intl,,1538779080,463,,330,1538767920,02:30:00,1538770663,AAL1356,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,ABQ024018 ALS J13 FQF BFF J94 FOD MYRRS FYTTE4
6,1538766300,1538756380,B738,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,,1538766300,456,,340,1538753400,02:56:00,1538756837,AAL1356,KORD,"Chicago, IL",Chicago O'Hare Intl,PEKUE PIPPN ELYNA STJ J18 DRAWL TAMEY SNDIA3
7,1538689260,1538681496,B738,KORD,"Chicago, IL",Chicago O'Hare Intl,,1538689260,451,,390,1538681520,02:16:00,1538682096,AAL1356,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,FYSTA3 FTI J18 GCK J96 IRK BENKY4
8,1538677722,1538667995,B738,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,,1538677722,456,,360,1538667000,02:45:00,1538668942,AAL1356,KORD,"Chicago, IL",Chicago O'Hare Intl,VORIN040016 STJ J18 DRAWL TAMEY SNDIA3
9,1538603408,1538595168,B738,KORD,"Chicago, IL",Chicago O'Hare Intl,,1538603408,449,,370,1538595120,02:30:00,1538595954,AAL1356,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,GRZZZ3 FTI KK45Y SLN J96 IRK BENKY4
10,1538591463,1538582222,B738,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,,1538591463,453,,380,1538580600,02:38:00,1538583136,AAL1356,KORD,"Chicago, IL",Chicago O'Hare Intl,ORD249018 PEKUE PIPPN ELYNA STJ J18 DRAWL TAMEY SNDIA3
11,1538504280,1538495159,B738,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,,1538504280,451,,360,1538494200,02:38:00,1538495971,AAL1356,KORD,"Chicago, IL",Chicago O'Hare Intl,VORIN058026 ELYNA STJ J18 DRAWL TAMEY SNDIA3
12,1538431875,1538424037,B738,KORD,"Chicago, IL",Chicago O'Hare Intl,,1538431875,451,,350,1538422320,02:18:00,1538424838,AAL1356,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,ABQ097017 FTI J18 GCK J96 SLN J96 IRK BENKY4
13,1538419755,1538410120,B738,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,,1538419755,460,,340,1538407800,02:37:00,1538410958,AAL1356,KORD,"Chicago, IL",Chicago O'Hare Intl,PEKUE PIPPN ELYNA STJ J18 DRAWL TAMEY SNDIA3
14,1538343766,1538335702,B738,KORD,"Chicago, IL",Chicago O'Hare Intl,,1538343766,454,,370,1538335920,02:32:00,1538336525,AAL1356,KABQ,"Albuquerque, NM",Albuquerque Intl Sunport,GRZZZ3 FTI J18 GCK J96 SLN J96 IRK BENKY4
0,0,0,E75L,KDEN,"Denver, CO",Denver Intl,,1539111600,356,,0,1539104760,01:54:00,1538889925,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,
1,0,0,E75L,KDEN,"Denver, CO",Denver Intl,,1539024228,432,,340,1539018360,01:44:00,1538803548,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,ELOEL2 ABI PNH ZIGEE ZPLYN3
2,1538930762,1538929091,CRJ2,KMSN,"Madison, WI",Dane Co Rgnl,,1538930762,373,,140,1538927090,00:22:00,1538717172,SKW5813,KORD,"Chicago, IL",Chicago O'Hare Intl,PMPKN NEATO DLLAN RONIC BAE
3,1538845013,1538843340,CRJ2,KMSN,"Madison, WI",Dane Co Rgnl,,1538845013,373,,140,1538840690,00:41:00,1538630802,SKW5813,KORD,"Chicago, IL",Chicago O'Hare Intl,PMPKN NEATO DLLAN RONIC BAE
4,1538765365,1538759014,E75L,KDEN,"Denver, CO",Denver Intl,,1538765365,432,,340,1538759160,01:47:00,1538759569,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,LLO090048 ABI PNH ZIGEE ZPLYN3
5,1538678468,1538672256,E75L,KDEN,"Denver, CO",Denver Intl,,1538678468,431,,340,1538672760,01:46:00,1538673443,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,LLO049036 ZIGEE ZPLYN3
6,1538592885,1538586379,E75L,KDEN,"Denver, CO",Denver Intl,,1538592885,442,,360,1538586240,01:47:00,1538587519,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,CWK263015 JEMTA PNH ZIGEE ZPLYN3
7,1538506856,1538500129,E75L,KDEN,"Denver, CO",Denver Intl,,1538506856,442,,360,1538499840,01:48:00,1538501254,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,JEN203052 ZIGEE ZPLYN3
8,1538420269,1538413405,E75L,KDEN,"Denver, CO",Denver Intl,,1538420269,435,,283,1538413440,01:50:00,1538414506,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,JEN175039 JEN169023 ZIGEE ZPLYN3
9,1538336049,1538329812,E75L,KDEN,"Denver, CO",Denver Intl,,1538336049,434,,340,1538327040,01:49:00,1538331000,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,ABI120098 PNH ZIGEE ZPLYN3
10,1538165940,1538159426,E75L,KDEN,"Denver, CO",Denver Intl,,1538165940,427,,340,1538154240,01:56:00,1537939564,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,ELOEL2 ABI PNH ZIGEE ZPLYN3
11,1538074610,1538067780,E75L,KDEN,"Denver, CO",Denver Intl,,1538074610,435,,340,1538067840,02:01:00,1537853144,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,ELOEL2 ABI PNH ZIGEE ZPLYN3
12,1537988441,1537981184,E75L,KDEN,"Denver, CO",Denver Intl,,1537988441,438,,340,1537981440,01:57:00,1537766758,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,ELOEL2 ABI PNH ZIGEE ZPLYN3
13,1537902059,1537895264,E75L,KDEN,"Denver, CO",Denver Intl,,1537902059,441,,360,1537895040,01:51:00,1537896319,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,CWK238014 ABI PNH ZIGEE ZPLYN3
14,1537815278,1537808409,E75L,KDEN,"Denver, CO",Denver Intl,,1537815278,438,,340,1537808640,01:52:00,1537809637,SKW5813,KAUS,"Austin, TX",Austin-Bergstrom Intl,LLO091046 ZIGEE ZPLYN3
0,0,0,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1539113580,367,,0,1539098700,04:08:00,1538889925,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,
1,0,0,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1539027180,468,,320,1539012300,04:08:00,1538803548,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,OLINN OREOS OBENE OGALE LNK J146 GLD PUB J64 TBC JASSE Q90 DNERO ANJLL4
2,0,1538929026,B738,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538943240,468,,300,1538925900,03:56:00,1538929477,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FOD J94 ONL J148 CYS EKR J100 SAKES PROMT Q88 HAKMN ANJLL4
3,1538856637,1538842295,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538856637,469,,300,1538839500,04:02:00,1538842808,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FOD J94 ONL J148 CYS EKR J100 SAKES PROMT Q88 HAKMN ANJLL4
4,1538771672,1538756907,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538771672,461,,320,1538753100,04:01:00,1538757525,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,OLINN OREOS OBENE OGALE LNK J146 GLD PUB J64 TBC JASSE Q90 DNERO ANJLL4
5,1538681880,1538667709,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538681880,470,,300,1538666700,04:03:00,1538668941,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,SIMMN260021 TBC JASSE Q90 DNERO ANJLL4
6,1538594940,1538580756,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538594940,472,,340,1538580300,03:53:00,1538582160,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,PEKUE PIPPN ROTTN PWE GCK J96 DRK J231 HIPPI GABBL HLYWD1
7,1538507834,1538493956,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538507834,471,,300,1538493900,03:52:00,1538495234,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,PEKUE PIPPN ROTTN PWE KD54A ZAROS KD45W KD42U KA36S KA33Q KA30O CHILY HIPPI GABBL HLYWD1
8,1538422882,1538408590,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538422882,469,,320,1538407500,03:51:00,1538409829,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,PEKUE PIPPN ROTTN PWE GCK J96 GUP INW DRK J231 HIPPI GABBL HLYWD1
9,1538335205,1538321506,B738,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538335205,466,,320,1538321100,03:56:00,1538322468,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,PEKUE PIPPN ROTTN PWE GCK J96 DRK J231 HIPPI GABBL HLYWD1
10,1538249524,1538235947,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538249524,458,,340,1538234700,03:54:00,1538237149,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,PEKUE PIPPN ROTTN PWE KD54A ZAROS KD45W KD42U KD39S KD36Q HIPPI GABBL HLYWD1
11,1538163922,1538150176,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538163922,471,,300,1538148300,04:04:00,1537939555,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,PEKUE PIPPN ROTTN PWE J64 HLC LAA J102 ALS J44 RSK J10 HIPPI GABBL HLYWD1
12,1538075972,1538062559,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1538075972,446,,300,1538061900,04:02:00,1537853144,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,OLINN OREOS OBENE OGALE LNK J146 GLD PUB J64 TBC JASSE Q90 DNERO ANJLL4
13,1537990297,1537976475,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1537990297,461,,300,1537975500,03:51:00,1537766744,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FOD Q122 ONL KD69Y KD66W KD63U KD57S KU51Q PROMT Q88 HAKMN ANJLL4
14,1537904805,1537890721,A321,KLAX,"Los Angeles, CA",Los Angeles Intl,,1537904805,459,,340,1537889100,03:58:00,1537891969,AAL1029,KORD,"Chicago, IL",Chicago O'Hare Intl,VORIN297038 KP63C KD60A KD57Y FLOOD KD48U TAHIB JASSE Q90 DNERO ANJLL4
0,0,0,B739,KPDX,"Portland, OR",Portland Intl,,1539114480,365,,0,1539099600,04:08:00,1538857141,UAL1511,KORD,"Chicago, IL",Chicago O'Hare Intl,
1,0,0,B739,KPDX,"Portland, OR",Portland Intl,,1539026185,474,,300,1539013200,03:36:00,1538803561,UAL1511,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FSD J16 CHASS J16 PDT JKNOX HHOOD4
2,0,1538928872,B739,KPDX,"Portland, OR",Portland Intl,,1538943240,459,,320,1538926800,03:59:00,1538929344,UAL1511,KORD,"Chicago, IL",Chicago O'Hare Intl,ORD356025 BAE J34 HARPI J34 DPR J204 MLS J90 HLN PDT JKNOX HHOOD4
3,1538857800,1538844217,B739,KPDX,"Portland, OR",Portland Intl,,1538857800,483,,300,1538840400,03:43:00,1538844727,UAL1511,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FSD J16 CHASS J16 PDT JKNOX HHOOD4
4,1538771460,1538757044,B739,KPDX,"Portland, OR",Portland Intl,,1538771460,465,,320,1538754000,04:02:00,1538757613,UAL1511,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA FSD J16 CHASS J16 PDT JKNOX HHOOD4
5,1538682300,1538668125,B739,KPDX,"Portland, OR",Portland Intl,,1538682300,464,,320,1538667600,04:00:00,1538669152,UAL1511,KORD,"Chicago, IL",Chicago O'Hare Intl,MYKIE MONNY IANNA KP78E VIVID KD87W IKFOM KU90Q DLN PDT JKNOX HHOOD4
0,0,1538928838,B752,KCLT,"Charlotte, NC",Charlotte/Douglas Intl,,1538934120,464,,390,1538926800,01:28:00,1538929195,DAL8922,KORD,"Chicago, IL",Chicago O'Hare Intl,EARND ELANR EMMLY ERECO IIU SKYWA FILPZ3
0,0,0,E145,KCID,"Cedar Rapids, IA",The Eastern Iowa,,1539102240,201,,0,1539099180,00:51:00,1538889937,LOF4648,KORD,"Chicago, IL",Chicago O'Hare Intl,
1,0,0,E145,KCID,"Cedar Rapids, IA",The Eastern Iowa,,1539014989,364,,180,1539012780,00:36:00,1538803561,LOF4648,KORD,"Chicago, IL",Chicago O'Hare Intl,NOONY NIGHT
2,1538931704,1538928780,E145,KCID,"Cedar Rapids, IA",The Eastern Iowa,,1538931704,370,,200,1538926380,00:58:00,1538717160,LOF4648,KORD,"Chicago, IL",Chicago O'Hare Intl,NOONY NIGHT
3,1538844840,1538842841,E45X,KCID,"Cedar Rapids, IA",The Eastern Iowa,,1538844840,358,,180,1538839980,00:52:00,1538630793,LOF4648,KORD,"Chicago, IL",Chicago O'Hare Intl,NOONY NIGHT
4,1538756351,1538756351,E145,KCID,"Cedar Rapids, IA",The Eastern Iowa,,1538759040,370,,200,1538753580,00:46:00,1538544389,LOF4648,KORD,"Chicago, IL",Chicago O'Hare Intl,NOONY NIGHT
