,ident,aircrafttype,filed_ete,filed_time,filed_departuretime,filed_airspeed_kts,filed_airspeed_mach,filed_altitude,route,actualdeparturetime,estimatedarrivaltime,actualarrivaltime,diverted,origin,destination,originName,originCity,destinationName,destinationCity
GJS6272,GJS6272,CRJ7,01:32:00,1538285157,1538483940,476,,340,KAYLN1 KAINR CVA DSM LANTK1,1538483881,1538489760,1538489760,,KDTW,KOMA,Detroit Metro Wayne Co,"Detroit, MI",Eppley Airfield,"Omaha, NE"
GJS6272,GJS6272,CRJ7,01:15:00,1538408294,1538407440,443,,370,OVR340013 DSM J10 IOW J146 JOT SAMPL VCTRZ1,1538407136,1538412060,1538412060,,KOMA,KDTW,Eppley Airfield,"Omaha, NE",Detroit Metro Wayne Co,"Detroit, MI"
GJS6272,GJS6272,CRJ7,01:40:00,1538399215,1538397540,440,,380,4227N/08454W DSM LANTK1,1538397898,1538403656,1538403656,,KDTW,KOMA,Detroit Metro Wayne Co,"Detroit, MI",Eppley Airfield,"Omaha, NE"
EDV5265,EDV5265,CRJ9,01:37:00,1538717173,1538925000,262,,0,,0,1538930820,0,,KEWR,KDTW,Newark Liberty Intl,"Newark, NJ",Detroit Metro Wayne Co,"Detroit, MI"
EDV5265,EDV5265,CRJ9,01:06:00,1538630804,1538826000,434,,250,LUCYL5 LUCYL PXT KORRY4,0,1538829960,0,,KRIC,KLGA,Richmond Intl,"Richmond, VA",LaGuardia,"New York, NY"
EDV5265,EDV5265,CRJ9,01:16:00,1538544383,1538752200,471,,340,GAYEL J95 CFB TRAAD JACCI FERRL1,1538751862,1538757000,1538757000,,KEWR,KDTW,Newark Liberty Intl,"Newark, NJ",Detroit Metro Wayne Co,"Detroit, MI"
EDV5265,EDV5265,CRJ9,00:58:00,1538544383,1538743800,468,,350,PAVYL1 ESSBE SLT FQM3,1538744280,1538748363,1538748363,,KDTW,KEWR,Detroit Metro Wayne Co,"Detroit, MI",Newark Liberty Intl,"Newark, NJ"
EDV5265,EDV5265,CRJ9,01:17:00,1538457940,1538665800,472,,340,GAYEL J95 CFB TRAAD JACCI FERRL1,1538667569,1538672640,1538672640,,KEWR,KDTW,Newark Liberty Intl,"Newark, NJ",Detroit Metro Wayne Co,"Detroit, MI"
EDV5265,EDV5265,CRJ9,01:04:00,1538457940,1538657400,475,,330,PAVYL1 ESSBE SLT FQM3,1538657934,1538661900,1538661900,,KDTW,KEWR,Detroit Metro Wayne Co,"Detroit, MI",Newark Liberty Intl,"Newark, NJ"
EDV5265,EDV5265,CRJ9,01:11:00,1538371567,1538579400,483,,280,GAYEL J95 CFB TRAAD JACCI FERRL1,1538579791,1538584440,1538584440,,KEWR,KDTW,Newark Liberty Intl,"Newark, NJ",Detroit Metro Wayne Co,"Detroit, MI"
EDV5265,EDV5265,CRJ9,01:02:00,1538371567,1538571000,485,,270,PAVYL1 ESSBE SLT FQM3,1538571548,1538575740,1538575740,,KDTW,KEWR,Detroit Metro Wayne Co,"Detroit, MI",Newark Liberty Intl,"Newark, NJ"
EDV5265,EDV5265,CRJ9,01:14:00,1538494295,1538493000,468,,256,JFK329040 TRAAD JACCI FERRL1,1538493338,1538498040,1538498040,,KEWR,KDTW,Newark Liberty Intl,"Newark, NJ",Detroit Metro Wayne Co,"Detroit, MI"
EDV5265,EDV5265,CRJ9,01:02:00,1538485476,1538484600,475,,310,SVM130041 ESSBE SLT FQM3,1538484425,1538488720,1538488720,,KDTW,KEWR,Detroit Metro Wayne Co,"Detroit, MI",Newark Liberty Intl,"Newark, NJ"
EDV5265,EDV5265,CRJ9,01:23:00,1538407661,1538406600,471,,138,GAYEL J95 CFB TRAAD JACCI FERRL1,1538406575,1538411880,1538411880,,KEWR,KDTW,Newark Liberty Intl,"Newark, NJ",Detroit Metro Wayne Co,"Detroit, MI"
EDV5265,EDV5265,CRJ9,01:10:00,1538399567,1538398200,469,,330,PAVYL1 ESSBE SLT FQM3,1538398534,1538402520,1538402520,,KDTW,KEWR,Detroit Metro Wayne Co,"Detroit, MI",Newark Liberty Intl,"Newark, NJ"
EDV5265,EDV5265,CRJ2,01:09:00,1538112352,1538316300,449,,270,HHOWE1 LWEMA JHW LAGGS,1538316540,1538320620,1538320620,,KDTW,KBTV,Detroit Metro Wayne Co,"Detroit, MI",Burlington Intl,"Burlington, VT"
EDV5265,EDV5265,CRJ2,01:02:00,1537939560,1538143500,447,,270,HHOWE1 LWEMA JHW LAGGS,1538143709,1538147641,1538147641,,KDTW,KBTV,Detroit Metro Wayne Co,"Detroit, MI",Burlington Intl,"Burlington, VT"
EDV5265,EDV5265,CRJ2,01:08:00,1537853148,1538057100,449,,270,HHOWE1 LWEMA JHW LAGGS,1538058146,1538062190,1538062190,,KDTW,KBTV,Detroit Metro Wayne Co,"Detroit, MI",Burlington Intl,"Burlington, VT"
GJS6203,GJS6203,CRJ7,01:35:00,1538717163,1538925060,291,,0,,0,1538930760,0,,KORF,KDTW,Norfolk Intl,"Norfolk, VA",Detroit Metro Wayne Co,"Detroit, MI"
GJS6203,GJS6203,CRJ7,01:36:00,1538717163,1538916000,288,,0,,0,1538921760,0,,KDTW,KORF,Detroit Metro Wayne Co,"Detroit, MI",Norfolk Intl,"Norfolk, VA"
GJS6203,GJS6203,CRJ7,00:42:00,1538630797,1538833200,444,,220,JDUBB2 SBV ALDAN2,0,1538835740,0,,KDCA,KRDU,Reagan National,"Washington, DC",Raleigh-Durham Intl,"Raleigh/Durham, NC"
GJS6203,GJS6203,CRJ7,01:22:00,1538544386,1538752260,484,,320,WAIKS ORF290 KELLE MOL130 MOL J24 TARCI JAMOX BONZZ1,1538751900,1538756866,1538756866,,KORF,KDTW,Norfolk Intl,"Norfolk, VA",Detroit Metro Wayne Co,"Detroit, MI"
GJS6203,GJS6203,CRJ7,01:36:00,1538544384,1538743200,486,,310,LIDDS1 GRIVY NUSMM MOL TERKS2,1538743053,1538747648,1538747648,,KDTW,KORF,Detroit Metro Wayne Co,"Detroit, MI",Norfolk Intl,"Norfolk, VA"
GJS6203,GJS6203,CRJ7,01:14:00,1538667506,1538665860,488,,292,FAK176022 KELLE TARCI JAMOX BONZZ1,1538665991,1538670900,1538670919,,KORF,KDTW,Norfolk Intl,"Norfolk, VA",Detroit Metro Wayne Co,"Detroit, MI"
GJS6203,GJS6203,CRJ7,01:09:00,1538659127,1538656800,470,,370,DJB122036 NUSMM MOL TERKS2,1538657843,1538662320,1538662320,,KDTW,KORF,Detroit Metro Wayne Co,"Detroit, MI",Norfolk Intl,"Norfolk, VA"
GJS6203,GJS6203,CRJ7,01:18:00,1538581077,1538579460,466,,380,GVE202033 JAMOX BONZZ1,1538579551,1538584336,1538584336,,KORF,KDTW,Norfolk Intl,"Norfolk, VA",Detroit Metro Wayne Co,"Detroit, MI"
GJS6203,GJS6203,CRJ7,01:31:00,1538371567,1538570400,482,,270,LIDDS1 GRIVY NUSMM MOL TERKS2,1538570460,1538575380,1538575380,,KDTW,KORF,Detroit Metro Wayne Co,"Detroit, MI",Norfolk Intl,"Norfolk, VA"
GJS6203,GJS6203,CRJ7,01:40:00,1538285160,1538493060,465,,380,WAIKS ORF290 KELLE MOL130 MOL J24 TARCI JAMOX BONZZ1,1538492940,1538498220,1538498220,,KORF,KDTW,Norfolk Intl,"Norfolk, VA",Detroit Metro Wayne Co,"Detroit, MI"
GJS6203,GJS6203,CRJ7,01:09:00,1538285157,1538484000,477,,330,LIDDS1 GRIVY NUSMM MOL TERKS2,1538484515,1538489040,1538489040,,KDTW,KORF,Detroit Metro Wayne Co,"Detroit, MI",Norfolk Intl,"Norfolk, VA"
GJS6203,GJS6203,CRJ7,01:21:00,1538409079,1538406660,443,,327,WAIKS KELLE MOL J24 TARCI JAMOX BONZZ1,1538407509,1538412480,1538412480,,KORF,KDTW,Norfolk Intl,"Norfolk, VA",Detroit Metro Wayne Co,"Detroit, MI"
GJS6203,GJS6203,CRJ7,01:08:00,1538399367,1538397600,471,,350,LIDDS1 GRIVY NUSMM MOL TERKS2,1538398259,1538402795,1538402795,,KDTW,KORF,Detroit Metro Wayne Co,"Detroit, MI",Norfolk Intl,"Norfolk, VA"
GJS6203,GJS6203,CRJ7,01:24:00,1538322342,1538320860,479,,320,WAIKS KELLE MOL J24 TARCI JAMOX BONZZ1,1538320935,1538325960,1538325960,,KORF,KDTW,Norfolk Intl,"Norfolk, VA",Detroit Metro Wayne Co,"Detroit, MI"
GJS6203,GJS6203,CRJ7,01:08:00,1538313788,1538311800,482,,296,CXR283024 NUSMM MOL TERKS2,1538312504,1538316960,1538316960,,KDTW,KORF,Detroit Metro Wayne Co,"Detroit, MI",Norfolk Intl,"Norfolk, VA"
SKW4724,SKW4724,CRJ1,00:46:00,1538717173,1538922180,177,,0,,0,1538924940,0,,KSBN,KDTW,South Bend Intl,"South Bend, IN",Detroit Metro Wayne Co,"Detroit, MI"
SKW4724,SKW4724,CRJ1,00:47:00,1538717163,1538916300,173,,0,,0,1538919120,0,,KDTW,KSBN,Detroit Metro Wayne Co,"Detroit, MI",South Bend Intl,"South Bend, IN"
SKW4724,SKW4724,CRJ2,00:29:00,1538544386,1538749380,369,,130,HOSSA HAYLL1,1538756040,1538757848,1538757848,,KSBN,KDTW,South Bend Intl,"South Bend, IN",Detroit Metro Wayne Co,"Detroit, MI"
SKW4724,SKW4724,CRJ2,00:38:00,1538544383,1538743500,374,,140,CCOBB1 TYGRS LEROY GIJ,1538744160,1538746620,1538746620,,KDTW,KSBN,Detroit Metro Wayne Co,"Detroit, MI",South Bend Intl,"South Bend, IN"
SKW4724,SKW4724,CRJ2,00:24:00,1538457943,1538662980,370,,130,HOSSA VCTRZ1,1538664420,1538666478,1538666478,,KSBN,KDTW,South Bend Intl,"South Bend, IN",Detroit Metro Wayne Co,"Detroit, MI"
SKW4724,SKW4724,CRJ2,00:29:00,1538457939,1538657100,376,,140,CCOBB1 TYGRS LEROY GIJ,1538657820,1538659920,1538659920,,KDTW,KSBN,Detroit Metro Wayne Co,"Detroit, MI",South Bend Intl,"South Bend, IN"
SKW4724,SKW4724,CRJ2,00:26:00,1538371577,1538576580,369,,130,HOSSA VCTRZ1,1538577420,1538579829,1538579829,,KSBN,KDTW,South Bend Intl,"South Bend, IN",Detroit Metro Wayne Co,"Detroit, MI"
SKW4724,SKW4724,CRJ2,00:34:00,1538371567,1538570700,373,,140,CCOBB1 TYGRS LEROY GIJ,1538571180,1538573220,1538573220,,KDTW,KSBN,Detroit Metro Wayne Co,"Detroit, MI",South Bend Intl,"South Bend, IN"
SKW4724,SKW4724,CRJ2,00:28:00,1538285160,1538490180,368,,130,HOSSA VCTRZ1,1538490272,1538492760,1538492760,,KSBN,KDTW,South Bend Intl,"South Bend, IN",Detroit Metro Wayne Co,"Detroit, MI"
SKW4724,SKW4724,CRJ2,01:07:00,1538285157,1538484300,373,,140,CCOBB1 TYGRS LEROY GIJ,1538485497,1538487720,1538487734,,KDTW,KSBN,Detroit Metro Wayne Co,"Detroit, MI",South Bend Intl,"South Bend, IN"
SKW4724,SKW4724,CRJ2,01:06:00,1538198745,1538403780,368,,130,HOSSA VCTRZ1,1538404932,1538406900,1538406900,,KSBN,KDTW,South Bend Intl,"South Bend, IN",Detroit Metro Wayne Co,"Detroit, MI"
SKW4724,SKW4724,CRJ2,01:07:00,1538198748,1538397900,373,,140,CCOBB1 TYGRS LEROY GIJ,1538398980,1538401020,1538401020,,KDTW,KSBN,Detroit Metro Wayne Co,"Detroit, MI",South Bend Intl,"South Bend, IN"
SKW4724,SKW4724,CRJ2,01:07:00,1537939557,1538144400,363,,130,HOSSA VCTRZ1,1538145149,1538147040,1538147040,,KSBN,KDTW,South Bend Intl,"South Bend, IN",Detroit Metro Wayne Co,"Detroit, MI"
SKW4724,SKW4724,CRJ2,00:34:00,1537939560,1538138700,369,,140,CCOBB1 TYGRS LEROY GIJ,1538139420,1538141220,1538141400,,KDTW,KSBN,Detroit Metro Wayne Co,"Detroit, MI",South Bend Intl,"South Bend, IN"
SKW4724,SKW4724,CRJ2,00:28:00,1537853158,1538058000,365,,130,HOSSA VCTRZ1,1538058480,1538060884,1538060884,,KSBN,KDTW,South Bend Intl,"South Bend, IN",Detroit Metro Wayne Co,"Detroit, MI"
SKW3849,SKW3849,CRJ2,01:14:00,1538544383,1538743500,427,,280,CLVIN1 STAZE FLM J43 VXV V115 GQO,1538743800,1538748745,1538748745,,KDTW,KCHA,Detroit Metro Wayne Co,"Detroit, MI",Lovell Field,"Chattanooga, TN"
SKW3849,SKW3849,CRJ2,01:17:00,1538457939,1538657100,427,,280,CLVIN1 STAZE FLM J43 VXV V115 GQO,1538657760,1538662065,1538662065,,KDTW,KCHA,Detroit Metro Wayne Co,"Detroit, MI",Lovell Field,"Chattanooga, TN"
SKW3849,SKW3849,CRJ2,01:47:00,1538371567,1538570700,425,,280,CLVIN1 STAZE FLM J43 VXV V115 GQO,1538571802,1538575953,1538575953,,KDTW,KCHA,Detroit Metro Wayne Co,"Detroit, MI",Lovell Field,"Chattanooga, TN"
SKW3849,SKW3849,CRJ2,01:16:00,1538285157,1538484300,423,,280,CLVIN1 STAZE FLM J43 VXV V115 GQO,1538484420,1538488752,1538488752,,KDTW,KCHA,Detroit Metro Wayne Co,"Detroit, MI",Lovell Field,"Chattanooga, TN"
SKW3849,SKW3849,CRJ2,01:16:00,1538198748,1538397900,423,,280,CLVIN1 STAZE FLM J43 VXV V115 GQO,1538398490,1538403060,1538403060,,KDTW,KCHA,Detroit Metro Wayne Co,"Detroit, MI",Lovell Field,"Chattanooga, TN"
SKW3849,SKW3849,CRJ9,01:05:00,1538112364,1538363700,443,,360,KBREW1 FAR MOT,1538363926,1538368247,1538368247,,KMSP,KMOT,Minneapolis/St Paul Intl,"Minneapolis, MN",Minot Intl,"Minot, ND"
SKW3849,SKW3849,CRJ2,00:51:00,1538025956,1538216700,410,,200,PUPDG ONDRE1,1538216400,1538218795,1538218795,,KTRI,KATL,Tri-Cities,"Bristol/Johnson/Kingsport, TN",Hartsfield-Jackson Intl,"Atlanta, GA"
SKW3849,SKW3849,CRJ2,00:46:00,1537939557,1538130300,411,,200,PUPDG ONDRE1,1538130955,1538133478,1538133478,,KTRI,KATL,Tri-Cities,"Bristol/Johnson/Kingsport, TN",Hartsfield-Jackson Intl,"Atlanta, GA"
SKW3849,SKW3849,CRJ2,01:04:00,1537853145,1538043900,411,,200,PUPDG ONDRE1,1538044673,1538048017,1538048017,,KTRI,KATL,Tri-Cities,"Bristol/Johnson/Kingsport, TN",Hartsfield-Jackson Intl,"Atlanta, GA"
SKW3849,SKW3849,CRJ2,00:45:00,1537766745,1537957500,411,,200,PUPDG ONDRE1,1537958400,1537960667,1537960667,,KTRI,KATL,Tri-Cities,"Bristol/Johnson/Kingsport, TN",Hartsfield-Jackson Intl,"Atlanta, GA"
SKW3849,SKW3849,CRJ2,00:45:00,1537680363,1537871100,411,,200,PUPDG ONDRE1,1537870860,1537873541,1537873541,,KTRI,KATL,Tri-Cities,"Bristol/Johnson/Kingsport, TN",Hartsfield-Jackson Intl,"Atlanta, GA"
SKW3849,SKW3849,CRJ2,00:39:00,1537593964,1537784700,411,,200,PUPDG ONDRE1,1537784640,1537787232,1537787232,,KTRI,KATL,Tri-Cities,"Bristol/Johnson/Kingsport, TN",Hartsfield-Jackson Intl,"Atlanta, GA"
FFT623,FFT623,A320,02:49:00,1538717164,1538916360,346,,0,,0,1538926500,0,,KDTW,KDEN,Detroit Metro Wayne Co,"Detroit, MI",Denver Intl,"Denver, CO"
FFT623,FFT623,A320,01:29:00,1538717164,1538907000,294,,0,,0,1538912340,0,,KRDU,KDTW,Raleigh-Durham Intl,"Raleigh/Durham, NC",Detroit Metro Wayne Co,"Detroit, MI"
FFT623,FFT623,A320,02:44:00,1538630798,1538829660,450,,360,KAYLN1 SMUUV OBK J94 COTON J94 ONL KIPPR5,0,1538840662,0,,KDTW,KDEN,Detroit Metro Wayne Co,"Detroit, MI",Denver Intl,"Denver, CO"
FFT623,FFT623,A320,01:12:00,1538630798,1538820600,450,,360,MXE PENSY J110 FLIRT BRNAN Q42 PSYKO AVERE KOZAR BONZZ1,0,1538824644,0,,KTTN,KDTW,Trenton Mercer,"Trenton, NJ",Detroit Metro Wayne Co,"Detroit, MI"
FFT623,FFT623,A320,02:55:00,1538743733,1538743260,454,,360,KAYLN1 WILZZ BAE MCW ONL KIPPR5,1538743159,1538753233,1538753233,,KDTW,KDEN,Detroit Metro Wayne Co,"Detroit, MI",Denver Intl,"Denver, CO"
FFT623,FFT623,A320,01:14:00,1538734644,1538734200,452,,360,PHL304015 BRNAN Q42 PSYKO AVERE KOZAR BONZZ1,1538733956,1538738329,1538738329,,KTTN,KDTW,Trenton Mercer,"Trenton, NJ",Detroit Metro Wayne Co,"Detroit, MI"
FFT623,FFT623,A320,02:49:00,1538658892,1538657160,458,,340,KAYLN1 SMUUV OBK J94 ONL KIPPR5,1538657760,1538667719,1538667719,,KDTW,KDEN,Detroit Metro Wayne Co,"Detroit, MI",Denver Intl,"Denver, CO"
FFT623,FFT623,A320,01:14:00,1538649199,1538647800,451,,360,PSK131064 BKW JAMOX BONZZ1,1538648169,1538653260,1538653260,,KRDU,KDTW,Raleigh-Durham Intl,"Raleigh/Durham, NC",Detroit Metro Wayne Co,"Detroit, MI"
FFT623,FFT623,A320,02:44:00,1538572615,1538570460,450,,360,KAYLN1 SMUUV OBK J94 COTON J94 ONL KIPPR5,1538571544,1538581623,1538581623,,KDTW,KDEN,Detroit Metro Wayne Co,"Detroit, MI",Denver Intl,"Denver, CO"
FFT623,FFT623,A320,01:15:00,1538562427,1538561400,444,,360,MXE031005 BRNAN Q42 PSYKO AVERE KOZAR BONZZ1,1538561338,1538566345,1538566345,,KTTN,KDTW,Trenton Mercer,"Trenton, NJ",Detroit Metro Wayne Co,"Detroit, MI"
FFT623,FFT623,A320,02:47:00,1538485123,1538484360,444,,380,KAYLN1 SMUUV OBK J94 ONL KIPPR5,1538484060,1538494380,1538494380,,KDTW,KDEN,Detroit Metro Wayne Co,"Detroit, MI",Denver Intl,"Denver, CO"
FFT623,FFT623,A320,01:12:00,1538476681,1538475000,444,,380,RDU316014 OPUSS LWOOD2 PSK BKW JAMOX BONZZ1,1538475694,1538480460,1538480460,,KRDU,KDTW,Raleigh-Durham Intl,"Raleigh/Durham, NC",Detroit Metro Wayne Co,"Detroit, MI"
FFT623,FFT623,A320,02:55:00,1538398945,1538397660,448,,340,SNDRS1 FEZIK LMN HSI KOHOE3,1538397789,1538408445,1538408445,,KDTW,KDEN,Detroit Metro Wayne Co,"Detroit, MI",Denver Intl,"Denver, CO"
FFT623,FFT623,A320,01:13:00,1538389803,1538388600,446,,96,HAR182020 PSYKO AVERE KOZAR BONZZ1,1538388430,1538393400,1538393400,,KTTN,KDTW,Trenton Mercer,"Trenton, NJ",Detroit Metro Wayne Co,"Detroit, MI"
FFT623,FFT623,A320,02:51:00,1538312772,1538311560,451,,272,KAYLN1 SMUUV OBK J94 ONL ANCHR4,1538311500,1538321809,1538321809,,KDTW,KDEN,Detroit Metro Wayne Co,"Detroit, MI",Denver Intl,"Denver, CO"
DAL2122,DAL2122,MD90,01:37:00,1538717162,1538925600,295,,0,,0,1538931420,0,,KBDL,KDTW,Bradley Intl,"Windsor Locks, CT",Detroit Metro Wayne Co,"Detroit, MI"
DAL2122,DAL2122,MD90,01:22:00,1538717162,1538916600,349,,0,,0,1538921520,0,,KDTW,KBDL,Detroit Metro Wayne Co,"Detroit, MI",Bradley Intl,"Windsor Locks, CT"
DAL2122,DAL2122,MD90,01:11:00,1538630797,1538830200,452,,310,HHOWE1 LWEMA JHW Q82 VIEEW WILET STELA1,0,1538834518,0,,KDTW,KBDL,Detroit Metro Wayne Co,"Detroit, MI",Bradley Intl,"Windsor Locks, CT"
DAL2122,DAL2122,M90,01:19:00,1538753256,1538752800,457,,300,CTR CAM Q822 GONZZ DONEO CUUGR1,1538752752,1538758200,1538758200,,KBDL,KDTW,Bradley Intl,"Windsor Locks, CT",Detroit Metro Wayne Co,"Detroit, MI"
DAL2122,DAL2122,M90,01:04:00,1538744682,1538743800,452,,310,HHOWE1 LWEMA JHW Q82 VIEEW WILET STELA1,1538744100,1538748473,1538748473,,KDTW,KBDL,Detroit Metro Wayne Co,"Detroit, MI",Bradley Intl,"Windsor Locks, CT"
DAL2122,DAL2122,MD90,01:21:00,1538667211,1538666400,458,,300,ALB079024 GONZZ DONEO TPGUN1,1538666242,1538671860,1538671860,,KBDL,KDTW,Bradley Intl,"Windsor Locks, CT",Detroit Metro Wayne Co,"Detroit, MI"
DAL2122,DAL2122,MD90,01:11:00,1538658766,1538657400,454,,310,SVM119052 VIEEW WILET STELA1,1538657739,1538662550,1538662550,,KDTW,KBDL,Detroit Metro Wayne Co,"Detroit, MI",Bradley Intl,"Windsor Locks, CT"
DAL2122,DAL2122,M90,01:21:00,1538371567,1538580000,455,,300,CTR CAM Q822 GONZZ DONEO TPGUN1,1538579760,1538585147,1538579760,,KBDL,KDTW,Bradley Intl,"Windsor Locks, CT",Detroit Metro Wayne Co,"Detroit, MI"
DAL2122,DAL2122,MD90,01:07:00,1538371567,1538571000,439,,350,HHOWE1 LWEMA JHW Q82 VIEEW WILET STELA1,1538571264,1538575640,1538575640,,KDTW,KBDL,Detroit Metro Wayne Co,"Detroit, MI",Bradley Intl,"Windsor Locks, CT"
DAL2122,DAL2122,M90,01:22:00,1538494431,1538493600,454,,300,ALB067011 GOATR WOZEE DONEO TPGUN1,1538493502,1538498760,1538498760,,KBDL,KDTW,Bradley Intl,"Windsor Locks, CT",Detroit Metro Wayne Co,"Detroit, MI"
DAL2122,DAL2122,MD90,01:08:00,1538486216,1538484600,447,,330,KELTI AUDIL STELA1,1538485318,1538490000,1538490000,,KDTW,KBDL,Detroit Metro Wayne Co,"Detroit, MI",Bradley Intl,"Windsor Locks, CT"
DAL2122,DAL2122,M90,01:27:00,1538198748,1538407200,451,,300,CTR CAM Q822 GONZZ DONEO CUUGR1,1538407317,1538412960,1538412960,,KBDL,KDTW,Bradley Intl,"Windsor Locks, CT",Detroit Metro Wayne Co,"Detroit, MI"
DAL2122,DAL2122,MD90,00:59:00,1538198748,1538398200,448,,310,HHOWE1 LWEMA JHW Q82 VIEEW WILET STELA1,1538398080,1538402447,1538402447,,KDTW,KBDL,Detroit Metro Wayne Co,"Detroit, MI",Bradley Intl,"Windsor Locks, CT"
DAL2122,DAL2122,M90,01:25:00,1538112352,1538321100,453,,300,CTR CAM Q822 GONZZ DONEO CUUGR1,1538320920,1538326740,1538326740,,KBDL,KDTW,Bradley Intl,"Windsor Locks, CT",Detroit Metro Wayne Co,"Detroit, MI"
DAL2122,DAL2122,MD90,01:00:00,1538112352,1538311860,444,,330,HHOWE1 LWEMA JHW Q82 VIEEW WILET STELA1,1538312220,1538316360,1538316360,,KDTW,KBDL,Detroit Metro Wayne Co,"Detroit, MI",Bradley Intl,"Windsor Locks, CT"
DAL2968,DAL2968,MD90,01:31:00,1538717163,1538926140,360,,0,,0,1538931600,0,,KMCI,KDTW,Kansas City Intl,"Kansas City, MO",Detroit Metro Wayne Co,"Detroit, MI"
DAL2968,DAL2968,MD90,01:46:00,1538717163,1538915940,309,,0,,0,1538922300,0,,KDTW,KMCI,Detroit Metro Wayne Co,"Detroit, MI",Kansas City Intl,"Kansas City, MO"
DAL2968,DAL2968,B712,01:23:00,1538630797,1538860800,450,,330,ROYAL9 BODYN BDF J26 JOT SAMPL VCTRZ1,0,1538865843,0,,KMCI,KDTW,Kansas City Intl,"Kansas City, MO",Detroit Metro Wayne Co,"Detroit, MI"
DAL2968,DAL2968,M90,01:23:00,1538753658,1538753340,453,,310,ROYAL9 BODYN IOW DBQ BAE PORZL RKCTY1,1538753166,1538758380,1538758380,,KMCI,KDTW,Kansas City Intl,"Kansas City, MO",Detroit Metro Wayne Co,"Detroit, MI"
DAL2968,DAL2968,MD90,01:33:00,1538743894,1538743140,461,,300,KAYLN1 KAINR OBK IOW IRK BQS6,1538743372,1538749177,1538749177,,KDTW,KMCI,Detroit Metro Wayne Co,"Detroit, MI",Kansas City Intl,"Kansas City, MO"
DAL2968,DAL2968,MD90,01:13:00,1538457939,1538666940,454,,310,ROYAL9 BODYN BDF J26 JOT SAMPL VCTRZ1,1538666760,1538671395,1538671395,,KMCI,KDTW,Kansas City Intl,"Kansas City, MO",Detroit Metro Wayne Co,"Detroit, MI"
DAL2968,DAL2968,MD90,01:33:00,1538457939,1538656740,455,,340,KAYLN1 KAINR BDF J26 IRK BQS6,1538657663,1538663400,1538663400,,KDTW,KMCI,Detroit Metro Wayne Co,"Detroit, MI",Kansas City Intl,"Kansas City, MO"
DAL2968,DAL2968,M90,01:15:00,1538371567,1538580540,452,,330,ROYAL9 BODYN BDF J26 JOT SAMPL VCTRZ1,1538580240,1538585347,1538585347,,KMCI,KDTW,Kansas City Intl,"Kansas City, MO",Detroit Metro Wayne Co,"Detroit, MI"
DAL2968,DAL2968,M90,01:29:00,1538371567,1538570340,448,,340,KAYLN1 KAINR BDF J26 IRK BQS6,1538570580,1538576128,1538576128,,KDTW,KMCI,Detroit Metro Wayne Co,"Detroit, MI",Kansas City Intl,"Kansas City, MO"
DAL2968,DAL2968,M90,01:15:00,1538285157,1538494140,455,,310,ROYAL9 BODYN BDF J26 JOT SAMPL VCTRZ1,1538494920,1538499851,1538494920,,KMCI,KDTW,Kansas City Intl,"Kansas City, MO",Detroit Metro Wayne Co,"Detroit, MI"
DAL2968,DAL2968,MD90,01:31:00,1538285157,1538483940,452,,320,KAYLN1 KAINR BDF J26 IRK BQS6,1538484910,1538490813,1538490813,,KDTW,KMCI,Detroit Metro Wayne Co,"Detroit, MI",Kansas City Intl,"Kansas City, MO"
DAL2968,DAL2968,M90,01:15:00,1538198748,1538407740,451,,310,ROYAL9 BODYN BDF J26 JOT SAMPL HAYLL1,1538407464,1538412376,1538412376,,KMCI,KDTW,Kansas City Intl,"Kansas City, MO",Detroit Metro Wayne Co,"Detroit, MI"
DAL2968,DAL2968,MD90,01:41:00,1538198748,1538397540,449,,320,CLVIN1 CLVIN ROD VHP J80 SPI BQS6,1538398260,1538404045,1538404045,,KDTW,KMCI,Detroit Metro Wayne Co,"Detroit, MI",Kansas City Intl,"Kansas City, MO"
DAL2968,DAL2968,M90,01:14:00,1538321851,1538321040,454,,310,BQS281015 JOT SAMPL HAYLL1,1538320892,1538325660,1538325660,,KMCI,KDTW,Kansas City Intl,"Kansas City, MO",Detroit Metro Wayne Co,"Detroit, MI"
DAL2968,DAL2968,MD90,01:24:00,1538312296,1538311200,445,,340,KAYLN1 KAINR BDF J26 IRK BQS6,1538311356,1538317184,1538317184,,KDTW,KMCI,Detroit Metro Wayne Co,"Detroit, MI",Kansas City Intl,"Kansas City, MO"
DAL2411,DAL2411,B712,02:17:00,1538717163,1538927880,354,,0,,0,1538936100,0,,KMSY,KDTW,New Orleans Intl,"New Orleans, LA",Detroit Metro Wayne Co,"Detroit, MI"
DAL2411,DAL2411,B712,02:13:00,1538717163,1538916600,364,,0,,0,1538924580,0,,KDTW,KMSY,Detroit Metro Wayne Co,"Detroit, MI",New Orleans Intl,"New Orleans, LA"
DAL2411,DAL2411,B712,02:14:00,1538630797,1538830020,455,,320,BARII1 AYRTN IIU J39 BNA MEI RYTHM4,0,1538838060,0,,KDTW,KMSY,Detroit Metro Wayne Co,"Detroit, MI",New Orleans Intl,"New Orleans, LA"
DAL2411,DAL2411,B712,02:06:00,1538544383,1538755080,454,,330,SQS J35 MEM J29 PXV WWODD HANBL1,1538754420,1538761380,1538761380,,KMSY,KDTW,New Orleans Intl,"New Orleans, LA",Detroit Metro Wayne Co,"Detroit, MI"
